job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,required_education,industry,function,fraudulent,employment_type_Full-time,employment_type_Other,employment_type_Part-time,employment_type_Temporary,employment_type_Unknown,required_experience_Director,required_experience_Entry level,required_experience_Executive,required_experience_Internship,required_experience_Mid-Senior level,required_experience_Not Applicable,required_experience_Unknown
39,686,916,362,874,1536,14228,10246,5683,0,1,1,9,22,9,0,1,0,0,0,0,0,0,0,0,1,0,0
40,7886,1899,1241,874,930,10896,7223,4709,0,1,0,4,39,1,0,1,0,0,0,0,0,1,0,0,0,0,0
41,3205,2722,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
42,3205,1548,1241,874,1507,7917,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
43,5255,1248,1241,560,1380,4077,9921,4709,0,0,0,1,22,12,0,1,0,0,0,0,0,1,0,0,0,0,0
44,2218,2103,1241,874,930,9913,5395,4709,0,1,0,4,26,7,0,1,0,0,0,0,0,1,0,0,0,0,0
45,2275,2670,1241,874,930,12285,7235,4709,0,1,0,4,22,7,0,1,0,0,0,0,0,1,0,0,0,0,0
46,4844,2358,1241,874,62,1886,1698,5926,0,1,0,9,11,31,0,1,0,0,0,0,0,0,0,0,0,0,1
47,3238,258,1241,874,654,13375,264,4709,0,0,0,1,8,36,0,1,0,0,0,0,0,1,0,0,0,0,0
48,2199,2804,1241,874,930,9889,5349,4709,0,1,0,4,39,1,0,1,0,0,0,0,0,1,0,0,0,0,0
49,3205,2626,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
50,2274,2361,1241,874,930,12258,7227,4709,0,1,0,4,37,7,0,1,0,0,0,0,0,1,0,0,0,0,0
51,3617,2458,951,874,988,7081,5153,4709,0,1,0,4,41,25,0,1,0,0,0,0,0,1,0,0,0,0,0
52,482,2670,1241,874,930,10883,7242,4709,0,1,0,4,31,1,0,1,0,0,0,0,0,1,0,0,0,0,0
53,7113,2535,1241,874,905,6977,6815,4709,0,1,0,9,58,36,0,1,0,0,0,0,0,0,0,0,0,0,1
54,10224,2539,1241,874,1380,4665,5712,2107,0,0,0,1,39,18,0,1,0,0,0,0,0,0,0,0,0,0,0
55,6851,2245,1241,874,62,2007,9786,662,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
56,5358,1149,1241,874,1433,11983,4211,3648,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
57,6847,2236,1241,874,62,2007,9786,662,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
58,4911,160,620,874,1166,5599,3230,4065,0,1,1,1,51,36,0,0,0,0,0,1,0,0,0,0,0,0,1
59,6041,2865,1241,874,1530,13462,11182,593,0,1,0,1,22,22,0,1,0,0,0,0,0,0,0,0,0,0,0
60,7474,1564,1241,874,579,1403,7085,1700,0,1,1,10,58,9,0,1,0,0,0,0,0,0,0,0,0,1,0
61,4081,1860,1241,874,1507,7910,9901,4080,0,1,1,1,31,11,0,0,0,0,0,0,0,1,0,0,0,0,0
62,1067,1848,544,874,1083,10754,5626,933,0,1,1,4,42,34,0,1,0,0,0,0,0,1,0,0,0,0,0
63,3204,1548,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
64,2300,1696,1241,874,930,12252,7247,4709,0,1,0,4,51,7,0,1,0,0,0,0,0,1,0,0,0,0,0
65,8263,1249,1241,874,1380,3382,7013,4709,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
66,2683,1083,1241,693,1248,12002,11070,353,0,1,1,10,22,12,0,1,0,0,0,0,0,0,0,0,0,0,1
67,234,813,434,874,1676,12493,1323,1826,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
68,7516,2734,1241,874,1431,277,9921,4709,0,0,0,9,123,36,0,1,0,0,0,0,0,0,0,0,0,0,1
69,6457,2611,1241,874,1431,186,9921,4709,0,0,0,9,123,36,0,1,0,0,0,0,0,0,0,0,0,0,1
70,8130,1502,626,874,1380,7950,6104,4709,0,0,1,9,123,18,0,0,0,0,0,0,0,0,0,0,0,0,1
71,10129,625,758,874,807,10570,6051,4610,0,1,0,9,123,22,0,0,0,0,0,1,0,0,0,0,0,0,1
72,1020,2548,1241,874,983,14156,5453,3503,0,1,1,4,8,7,0,1,0,0,0,0,0,0,0,0,0,0,0
73,2210,1773,1241,874,930,10014,5404,4709,0,1,0,4,39,7,0,0,0,1,0,0,0,1,0,0,0,0,0
74,9671,7,1241,874,1380,754,5706,756,0,0,0,9,49,36,0,1,0,0,0,0,0,0,0,0,0,0,1
75,1358,2361,1241,874,930,14588,7733,4709,0,1,0,4,59,1,0,0,0,1,0,0,0,1,0,0,0,0,0
76,8905,216,434,874,225,12384,936,4395,0,1,1,5,30,12,0,1,0,0,0,0,0,0,0,0,1,0,0
77,6170,2865,1241,730,1210,5722,6015,959,0,1,1,4,51,16,0,1,0,0,0,0,0,0,0,0,0,0,0
78,6232,1807,1241,767,1380,3422,10069,2612,0,0,0,1,22,18,0,1,0,0,0,0,0,0,0,0,1,0,0
79,163,2743,1241,874,973,7108,9921,4709,1,0,0,9,8,5,0,1,0,0,0,0,0,0,0,0,1,0,0
80,7413,1091,1241,771,875,8515,741,5911,0,1,1,1,58,24,0,1,0,0,0,0,0,0,0,0,0,0,1
81,3205,1405,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
82,2282,1564,1241,874,930,10096,6153,4709,0,1,0,4,39,7,0,1,0,0,0,0,0,1,0,0,0,0,0
83,3069,338,1241,874,484,12229,3732,1155,0,1,1,10,27,31,0,0,0,0,1,0,0,0,0,0,0,0,0
84,5817,2012,1241,874,930,12296,7246,4709,0,1,0,4,26,7,0,1,0,0,0,0,0,1,0,0,0,0,0
85,2198,2304,1241,874,930,9895,6158,4709,0,1,0,4,37,7,0,0,0,1,0,0,0,1,0,0,0,0,0
86,8023,1511,1241,874,614,4871,4564,2504,0,1,1,1,39,14,0,1,0,0,0,0,0,0,0,0,0,0,0
87,2274,2231,1241,874,930,12272,7206,4709,0,1,0,4,51,1,0,1,0,0,0,0,0,1,0,0,0,0,0
88,2208,2809,1241,874,930,14593,7232,4709,0,1,0,4,59,7,0,1,0,0,0,0,0,1,0,0,0,0,0
89,8569,813,169,874,649,2211,9921,4709,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
90,3205,135,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
91,6058,2535,758,874,1233,9506,5479,5072,0,1,0,1,75,22,0,1,0,0,0,0,0,0,0,0,0,0,0
92,7919,296,1241,228,307,1686,11058,557,0,1,0,9,118,6,0,1,0,0,0,0,0,0,0,0,0,0,1
93,10782,2779,613,219,1380,3964,9921,4709,1,0,0,4,26,17,0,1,0,0,0,0,0,1,0,0,0,0,0
94,451,1564,1241,874,930,9759,5412,4709,0,1,0,4,39,1,0,1,0,0,0,0,0,1,0,0,0,0,0
95,10801,309,1241,874,484,11079,4193,2400,0,1,1,4,123,1,0,1,0,0,0,0,0,0,0,0,0,1,0
96,8984,1249,758,874,696,9098,7142,2300,0,1,0,5,61,22,0,1,0,0,0,0,1,0,0,0,0,0,0
97,9607,367,1241,874,186,154,8011,2536,0,1,0,1,39,18,0,1,0,0,0,0,0,0,0,0,1,0,0
98,2199,2736,1241,874,930,10011,5405,4709,0,1,0,4,26,7,0,1,0,0,0,0,0,1,0,0,0,0,0
99,4607,1323,849,855,1683,5279,6897,807,0,1,1,4,88,23,1,1,0,0,0,0,0,0,0,0,1,0,0
100,3204,2535,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
101,1250,2325,1241,874,1380,2610,9821,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
102,3205,128,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
103,5993,748,772,186,1088,10698,2650,2205,1,1,0,1,61,22,0,1,0,0,0,0,0,1,0,0,0,0,0
104,2209,2535,1241,874,930,14605,5404,4709,0,1,0,4,39,7,0,1,0,0,0,0,0,1,0,0,0,0,0
105,9353,2740,1241,874,1380,624,9921,4709,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
106,5888,1750,259,874,597,4718,9921,4709,1,1,1,1,61,18,0,1,0,0,0,0,0,0,0,0,1,0,0
107,3945,343,1241,874,484,14244,5591,1238,0,1,1,4,123,36,0,1,0,0,0,0,0,0,0,1,0,0,0
108,8836,625,474,653,235,4535,1470,4709,0,1,0,10,125,18,0,1,0,0,0,0,0,0,0,0,0,1,0
109,9589,2304,253,874,1380,9217,9921,4709,0,0,1,9,22,26,0,1,0,0,0,0,0,0,0,0,1,0,0
110,2789,2853,1241,874,930,9457,2912,4709,0,1,0,1,72,20,0,1,0,0,0,0,1,0,0,0,0,0,0
111,2298,1696,1241,874,930,12237,7262,4709,0,1,0,4,51,7,0,1,0,0,0,0,0,1,0,0,0,0,0
112,2209,1972,1241,874,930,9952,5407,4709,0,1,0,4,51,7,0,0,0,1,0,0,0,1,0,0,0,0,0
113,2210,2687,1241,874,930,10015,5404,4709,0,1,0,4,59,7,0,0,0,1,0,0,0,1,0,0,0,0,0
114,6729,759,859,611,1165,14577,11721,2806,0,1,0,9,67,20,0,1,0,0,0,0,0,0,0,0,1,0,0
115,7958,1487,1054,874,1547,13664,5466,2547,1,1,0,9,123,31,0,0,0,0,0,1,0,0,0,0,0,0,1
116,985,452,1241,874,484,4796,496,1240,0,1,1,4,53,17,0,0,0,0,0,1,0,0,0,0,0,1,0
117,3344,1564,1241,874,714,1143,9334,979,0,1,1,1,61,1,0,1,0,0,0,0,0,1,0,0,0,0,0
118,6130,1928,773,874,748,5171,1002,2361,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
119,6195,2535,1241,874,109,14205,1995,914,0,1,0,9,22,36,0,1,0,0,0,0,1,0,0,0,0,0,0
120,3205,2038,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
121,3341,1688,1241,874,930,10163,7601,4709,0,1,0,4,26,1,0,1,0,0,0,0,0,0,0,0,0,0,0
122,9391,227,1329,874,1655,13307,3939,4847,0,1,1,9,123,36,0,1,0,0,0,0,0,0,0,0,0,0,1
123,3205,136,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
124,3205,1658,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
125,2210,1724,1241,874,930,9885,5385,4709,0,1,0,4,31,7,0,0,0,1,0,0,0,1,0,0,0,0,0
126,6005,2482,1241,874,833,12915,6909,4243,0,1,1,1,75,22,0,1,0,0,0,0,0,0,0,0,0,0,0
127,3930,813,1241,874,1581,11111,6052,5474,0,1,0,9,61,36,0,1,0,0,0,0,0,0,0,0,1,0,0
128,7181,1799,1054,874,1378,1584,11917,6166,0,1,1,10,94,31,0,1,0,0,0,0,0,0,0,0,0,0,0
129,7298,1858,1241,874,627,2117,6975,4584,0,1,1,7,38,36,0,0,0,0,1,0,0,0,0,1,0,0,0
130,2199,2853,1241,874,930,9915,6904,4709,0,1,0,4,119,7,0,1,0,0,0,0,0,1,0,0,0,0,0
131,2204,2360,1241,874,930,9882,5346,4709,0,1,0,4,59,7,0,1,0,0,0,0,0,1,0,0,0,0,0
132,6259,375,1241,874,484,12229,3732,1155,0,1,1,10,27,31,0,0,0,0,1,0,0,0,0,0,0,0,0
133,8941,658,1241,441,494,1368,689,3974,0,1,0,9,22,9,0,1,0,0,0,0,0,0,0,0,1,0,0
134,3205,2468,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
135,8774,372,1070,758,846,2316,1021,866,0,1,0,1,39,31,0,1,0,0,0,0,0,0,0,0,1,0,0
136,3204,2314,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
137,2199,2853,1241,874,930,9916,6905,4709,0,1,0,4,119,7,0,1,0,0,0,0,0,1,0,0,0,0,0
138,4330,210,1241,874,1475,7856,9921,4709,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
139,2286,2535,1241,874,930,10094,6153,4709,0,1,0,4,39,7,0,1,0,0,0,0,0,1,0,0,0,0,0
140,2198,2535,1241,874,930,9986,5404,4709,0,1,0,4,37,7,0,1,0,0,0,0,0,1,0,0,0,0,0
141,3205,2734,1241,874,1507,7916,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
142,2199,1526,1241,874,930,10001,5391,4709,0,1,0,4,66,7,0,1,0,0,0,0,0,1,0,0,0,0,0
143,846,905,984,874,1322,9187,8440,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
144,3206,2874,1241,874,1507,7912,9907,4080,0,1,1,1,31,11,0,0,0,0,0,0,0,1,0,0,0,0,0
145,3626,3077,1241,874,1380,10670,9921,4709,0,0,0,9,123,36,1,0,0,0,0,1,0,0,0,0,0,0,1
146,134,813,379,56,1380,14411,2474,2839,0,1,0,10,22,23,0,1,0,0,0,0,0,0,0,0,0,0,0
147,2199,2853,1241,874,930,9916,6905,4709,0,1,0,4,119,7,0,1,0,0,0,0,0,1,0,0,0,0,0
148,1303,2734,1241,874,1431,347,9921,4709,0,0,0,9,123,36,0,1,0,0,0,0,0,0,0,0,0,0,1
149,10512,813,646,874,1215,10586,2919,4145,0,1,1,1,22,36,0,1,0,0,0,0,0,0,0,0,0,0,0
150,293,2734,1054,874,975,9590,3166,3334,0,1,0,1,22,31,0,1,0,0,0,0,0,0,0,0,1,0,0
151,10921,1383,1241,874,1625,5347,11698,1743,0,1,0,10,75,18,0,1,0,0,0,0,0,0,0,0,0,0,0
152,3205,2270,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
153,2743,2535,1241,634,410,2907,8303,2595,0,1,0,1,70,31,0,1,0,0,0,0,0,0,0,0,1,0,0
154,9047,367,951,414,919,9298,641,5768,0,1,1,1,61,25,0,1,0,0,0,0,0,0,0,0,1,0,0
155,7511,2058,1241,21,1380,8013,7447,4709,0,0,0,4,71,25,0,0,0,0,0,0,0,0,0,0,0,0,1
156,2247,2420,1241,503,1380,9195,5226,2618,0,0,0,4,107,7,0,1,0,0,0,0,0,0,0,0,0,0,0
157,1567,2969,1241,874,1537,3873,9921,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
158,3205,1351,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
159,2339,1249,1241,874,1380,3966,5592,2525,1,0,1,9,123,7,0,0,0,0,0,0,0,0,0,0,0,0,1
160,3968,1679,1241,827,458,4036,4469,4709,0,1,1,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
161,3515,3057,489,592,399,11873,1026,5269,0,0,0,4,76,21,0,1,0,0,0,0,0,0,0,0,0,0,0
162,10660,2160,1241,874,1380,650,3882,4709,0,0,1,1,123,36,0,1,0,0,0,0,1,0,0,0,0,0,0
163,314,38,1241,874,441,2258,3572,4709,0,1,0,9,103,27,0,1,0,0,0,0,0,0,0,0,1,0,0
164,2206,1696,1241,874,930,12237,7263,4709,0,1,0,4,26,7,0,1,0,0,0,0,0,1,0,0,0,0,0
165,6037,259,758,874,435,3542,1905,1262,0,1,0,1,119,22,0,1,0,0,0,0,0,1,0,0,0,0,0
166,8564,367,1241,257,416,7935,7469,4054,0,1,1,1,22,22,0,1,0,0,0,0,0,0,0,1,0,0,0
167,3431,813,1054,874,1380,14792,11941,4709,0,0,0,5,25,31,0,1,0,0,0,0,0,0,0,0,1,0,0
168,3265,2094,1241,681,1380,4711,9921,2468,0,0,0,4,39,31,0,1,0,0,0,0,0,1,0,0,0,0,0
169,6087,813,738,874,49,599,8781,4668,0,1,0,1,75,1,0,1,0,0,0,0,0,1,0,0,0,0,0
170,2275,2799,1241,874,930,12280,7205,4709,0,1,0,4,39,7,0,1,0,0,0,0,0,1,0,0,0,0,0
171,6216,227,1329,874,1655,13308,3846,4847,0,1,1,9,123,36,0,1,0,0,0,0,0,0,0,0,0,0,1
172,10017,487,1197,435,1311,10792,3018,4709,0,1,0,11,75,18,0,1,0,0,0,0,0,0,0,0,0,0,0
173,7986,43,1241,874,1689,12994,1788,2473,0,1,0,9,79,36,0,1,0,0,0,0,0,0,0,0,0,0,0
174,10275,1248,921,874,453,9685,4651,6021,0,1,1,2,32,23,1,1,0,0,0,0,0,0,0,0,1,0,0
175,6464,1298,1241,874,484,12230,3698,1157,0,1,1,9,27,31,0,1,0,0,0,0,0,0,0,0,0,0,0
176,2210,2535,1241,874,930,9990,5361,4709,0,1,0,4,39,1,0,0,0,1,0,0,0,1,0,0,0,0,0
177,3205,2974,1241,874,1507,7917,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
178,10582,2925,114,0,372,3169,4396,3092,0,1,1,4,39,36,0,0,1,0,0,0,0,1,0,0,0,0,0
179,2873,1899,253,874,220,10124,4277,3121,0,1,1,1,75,33,0,1,0,0,0,0,1,0,0,0,0,0,0
180,4983,625,920,301,1025,14273,6303,5783,0,1,1,1,58,17,0,1,0,0,0,0,0,0,0,0,1,0,0
181,8434,1148,1054,874,1380,8998,8203,4058,0,0,0,9,123,31,1,0,0,0,0,1,0,0,0,0,0,0,1
182,3204,1507,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
183,3461,2875,1241,874,1390,8967,3120,4709,0,1,1,9,88,12,0,1,0,0,0,0,0,0,0,0,0,0,1
184,5885,1300,1241,874,1380,8993,2029,2313,0,0,0,1,51,16,0,1,0,0,0,0,0,0,0,0,1,0,0
185,4169,625,380,874,1423,13551,5762,5890,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
186,7850,701,1241,874,484,12229,8219,4709,0,1,0,9,27,36,0,0,0,0,0,1,0,0,0,0,0,0,1
187,7866,1487,1241,874,930,14644,7223,4709,0,1,0,4,66,1,0,1,0,0,0,0,0,1,0,0,0,0,0
188,6182,1249,1241,874,275,1956,10818,4709,0,1,1,7,79,23,0,0,0,1,0,0,0,1,0,0,0,0,0
189,3205,2613,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
190,3205,1362,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
191,3265,1366,1241,681,1380,4711,9921,2468,0,0,0,4,39,31,0,1,0,0,0,0,0,1,0,0,0,0,0
192,10193,1249,1241,874,1380,10786,8196,4818,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
193,5902,1693,1241,874,1380,2639,2203,1859,0,0,0,1,51,18,0,1,0,0,0,0,0,0,0,0,1,0,0
194,8568,836,1241,874,1357,9009,2571,4709,0,0,1,9,52,36,0,1,0,0,0,0,0,1,0,0,0,0,0
195,6058,296,1241,874,548,14770,9921,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
196,9069,793,1183,874,1666,5519,3841,996,0,1,1,1,61,18,0,1,0,0,0,0,0,0,0,0,1,0,0
197,3205,2507,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
198,9613,948,1128,528,243,5654,5223,2816,0,1,1,1,58,18,0,1,0,0,0,0,0,0,0,0,1,0,0
199,5354,650,169,441,846,2313,395,867,0,1,1,1,39,5,0,1,0,0,0,0,0,1,0,0,0,0,0
200,6827,1941,1241,874,62,2007,9786,662,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
201,6160,1083,776,656,1630,10989,5212,5822,0,1,1,9,75,2,0,1,0,0,0,0,0,0,0,0,1,0,0
202,5128,60,1241,874,440,13199,11340,3442,0,1,0,1,22,18,0,1,0,0,0,0,0,0,0,0,1,0,0
203,3204,2644,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
204,3714,1249,1241,794,1380,9369,9921,4709,0,0,0,1,22,18,0,1,0,0,0,0,0,0,0,0,1,0,0
205,5390,3077,726,874,1025,14006,8461,4709,0,1,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
206,7820,1579,1241,874,1337,10450,1758,3517,0,1,0,1,24,7,0,1,0,0,0,0,0,1,0,0,0,0,0
207,865,296,1241,874,623,3667,11950,4709,0,1,0,10,26,7,0,1,0,0,0,0,0,0,0,0,0,1,0
208,2437,2012,1241,874,930,12239,7260,4709,0,1,0,4,26,7,0,1,0,0,0,0,0,1,0,0,0,0,0
209,3204,1750,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
210,2199,2133,1241,874,930,10041,5404,4709,0,1,0,4,51,7,0,1,0,0,0,0,0,1,0,0,0,0,0
211,2209,1754,1241,874,930,9956,7731,4709,0,1,0,4,26,7,0,0,0,1,0,0,0,1,0,0,0,0,0
212,3162,88,430,874,1382,10749,7040,4373,0,1,0,1,119,18,0,1,0,0,0,0,0,1,0,0,0,0,0
213,2200,1972,1241,874,930,9953,5431,4709,0,1,0,4,26,7,0,1,0,0,0,0,0,1,0,0,0,0,0
214,2199,109,1241,874,930,9925,5390,4709,0,1,0,4,31,1,0,1,0,0,0,0,0,1,0,0,0,0,0
215,7910,1471,1241,874,1380,14763,9921,4709,0,0,0,9,123,36,0,0,0,0,0,1,0,0,0,0,0,0,1
216,4609,1414,849,855,1683,5280,11679,806,0,1,1,4,88,23,1,1,0,0,0,0,0,0,0,0,1,0,0
217,3205,2288,1241,874,1507,7918,9893,4080,0,1,1,1,31,36,0,0,0,0,0,0,0,0,0,0,0,0,1
218,4287,625,748,874,106,464,1486,4709,0,1,0,9,22,20,0,1,0,0,0,0,1,0,0,0,0,0,0
219,5419,38,1134,874,1213,13334,9921,4709,0,1,0,10,58,25,0,1,0,0,0,0,0,1,0,0,0,0,0
220,2038,1202,1054,874,1275,8851,479,745,0,1,0,5,119,31,0,1,0,0,0,0,1,0,0,0,0,0,0
